,VIOLATION_ID,ORG_ID,VIOLATION_TYPE,VIOLATION_DESC,REMEDIAL_TEXT,CATEGORY
412,581,1,CAAZ_SIGN_HNDHLD,SIGNS – PROHIBITED – HANDHELD,nan,CAAZ
413,582,1,CAAZ_SIGN_IPLS,SIGNS – PROHIBITED PLACEMENT –BUS,nan,CAAZ
414,583,1,CAAZ_SIGN_IPPP,SIGNS – PROHIBITED PLACEMENT – PUBLIC,nan,CAAZ
415,584,1,CAAZ_SIGN_MAINT,SIGN MAINTENANCE,nan,CAAZ
416,585,1,CAAZ_SIGN_MAT,SIGN MATERIAL,nan,CAAZ
417,586,1,CAAZ_SIGN_MOTION,ELECTRONIC SIGN (LED) DISPLAY MOTION,nan,CAAZ
418,587,1,CAAZ_SIGN_PERMIT,SIGN PERMIT REQUIRED,nan,CAAZ
419,588,1,CAAZ_SIGN_PERMIT_REQ,SIGN PERMIT REQUIRED,nan,CAAZ
420,589,1,CAAZ_SIGN_POLEN,PROHIBITED ON POSTS AND POLES,nan,CAAZ
421,,,nan,N,2,
422,590,1,CAAZ_SIGN_PROHB,PROHIBITED SIGNS,nan,CAAZ
423,591,1,CAAZ_SIGN_ROW, SIGNS IN ROW,nan,CAAZ
424,592,1,CAAZ_SIGN_TEMP,ON-PREMISES TEMPORARY SIGNS,nan,CAAZ
425,593,1,CAAZ_SIGN_TIMING,ELECTRONIC SIGN (LED) DISPLAY TIMING,nan,CAAZ
426,594,1,CAAZ_SIGN_UNSAILL,UNSAFE OR ILLEGAL SIGN,nan,CAAZ
427,595,1,CAAZ_SIGN_VEHP,SIGNS – PROHIBITED (VEHICLE SIGNS),nan,CAAZ
428,596,1,CAAZ_SIGN_WIND,SIGNS  – PROHIBITED - WIND,nan,CAAZ
429,597,1,CAAZ_SIGN_WINDOW,WINDOW SIGNS AND DISPLAY,nan,CAAZ
430,599,1,CAAZ_USE_NOT_PERMIT,USE NOT PERMITTED,nan,CAAZ
431,600,1,CAAZT_FULL_COMPLANCE,CERTIFICATE OF COMPLIANCE,nan,CAAZ
432,601,1,CAAZT_TREE_MAINT,MAINTAIN LANDSCAPE MATERIAL,nan,CAAZ
433,,,nan,N,2,
434,602,1,CAAZT_TREE_PERMIT,TREE REMOVAL PERMIT,nan,CAAZ
435,603,1,CAAZT_TREE_PLANS,COMPLY WITH APPROVED PLANS,nan,CAAZ
436,604,1,CAAZT_TREE_PROTEC,TREE PROTECTION,nan,CAAZ
437,605,1,CAAZT_TREE_REMOVAL,HAZARDOUS TREE REMOVAL,nan,CAAZ
438,"he or she shall serve notice of the risk and the need for the removal, and allow thirty days for the removal of the ",,nan,,nan,
439,tree at the expense of the property owner,,nan,N,2,
440,606,1,CAE01,REWIRE,nan,CAE
441,-,,nan,N,2,
442,607,1,CAE02,ELECTRICAL SERVICE PANEL,nan,CAE
443,-,,nan,N,2,
444,608,1,CAE03,RELOCATE ELECTRICAL SERVICE,nan,CAE
445,-,,nan,N,2,
446,609,1,CAE04,CONDUIT AND WEATHERHEAD,nan,CAE
447,-,,nan,N,2,
448,610,1,CAE05,BATHROOM/KITCHEN GFCI OUTLET,nan,CAE
449,-,,nan,N,2,
450,611,1,CAE06,ELECTRICAL SYSTEM CHECKED AND CERTIFIED,nan,CAE
451,-,,nan,N,2,
452,612,1,CAE07,REPAIR DEFECTIVE SERVICE PANEL,nan,CAE
453,-,,nan,N,2,
454,613,1,CAE08,"REPLACE, REPAIR DEFECTIVE EQUIP.",nan,CAE
455,-,,nan,N,2,
456,614,1,CAE09,REPLACE MISSING WALL OUTLET COVER,nan,CAE
457,-,,nan,N,2,
458,615,1,CAE10,REPLACE MISSING WALL SWITCH COVERS,nan,CAE
459,-,,nan,N,2,
460,616,1,CAE11,REPLACE SUBSTANDARD WIRING (DROP-CORDS),nan,CAE
461,-,,nan,N,2,
462,617,1,CAE12,PROVIDE CONDUITS FOR EXPOSED WIRING,nan,CAE
463,-,,nan,N,2,
464,618,1,CAE13,REMOVE EXTENSION CORDS,nan,CAE
465,-,,nan,N,2,
466,619,1,CAE14,REPLACE CEILING LIGHT FIXTURE COVERS,nan,CAE
467,-,,nan,N,2,
468,620,1,CAE15,PROVIDE JUNCTION BOX,nan,CAE
469,-,,nan,N,2,
470,621,1,CAE16,EXTERIOR PORCH LIGHT,nan,CAE
471,622,1,CAE17,REPLACE MISSING FUSE BLANKS,nan,CAE
472,-,,nan,N,2,
473,623,1,CAE18,"REMOVE, REPLACE SUDSTANDARD WIRING",nan,CAE
474,-,,nan,N,2,
475,624,1,CAE19,BATHROOM GFCI OUTLET,nan,CAE
476,-,,nan,N,2,
477,625,1,CAE20,DEFECTIVE WALL OUTLETS ON EXTERIOR,nan,CAE
478,-,,nan,N,2,
479,626,1,CAE21,CORRECT OTHER ELECTRICAL DEFECTS,nan,CAE
480,-,,nan,N,2,
481,627,1,CAGA_DEX,DOG EXCREMENT,nan,CAG
482,628,1,CAGB_HAZ_W,HAZARDOUS WASTE,nan,CAG
483,629,1,CAGC_GCL,GARBAGE CONTAINER LIDS,nan,CAG
484,630,1,CAGD_ID,ILLEGAL DUMPING,nan,CAG
485,631,1,CAGE_LPR,LITTER ON PRIVATE PROPERTY,nan,CAG
486,632,1,CAGF_LPU,LITTER ON PUBLIC PROPERTY,nan,CAG
487,633,1,CAGG_LVH,LITTER FROM VEHICLES,nan,CAG
488,634,1,CAGH_HWG,EXCESS VEGETATION,nan,CAG
489,635,1,CAGI_GCAN,GARBAGE APPROVED CONTAINERS,nan,CAG
490,636,1,CAGJ_GT_RATS,RAT HARBORAGE GARBAGE,nan,CAG
491,637,1,CAGK_JTD,JUNK TRASH RAT HARBORAGE,nan,CAG
492,638,1,CAGL_STAG,STAGNANT WATER,nan,CAG
493,639,1,CAGM_GTD,"DIRT, FILTH, GARBAGE",nan,CAG
494,641,1,CAGM02,DEFECTIVE ELECTRIC WALL BASE HEATER,nan,CAG
495,-,,nan,N,2,
496,642,1,CAGM03,MISSING HEAT CONTROL KNOBS,nan,CAG
497,-,,nan,N,2,
498,643,1,CAGM04,SEAL OPEN GRATE,nan,CAG
499,-,,nan,N,2,
500,644,1,CAGM05,DEFECTIVE HEAT SUPPLY VENTS IN BASEMENT,nan,CAG
501,-,,nan,N,2,
502,645,1,CAGM06,HEATING SYSTEM PROPERLY INSTALLED,nan,CAG
503,-,,nan,N,2,
504,646,1,CAGM07,ADEQUATE VENTILATION FOR BATHROOM,nan,CAG
505,-,,nan,N,2,
506,647,1,CAGM08,SMOKE DETECTORS,nan,CAG
507,-,,nan,N,2,
508,648,1,CAGM09,HVAC SYSTEM REPAIR,nan,CAG
509,-,,nan,N,2,
510,649,1,CAGM10,FORCED AIR DUCT REPAIR,nan,CAG
511,-,,nan,N,2,
512,650,1,CAGO_CHICKENS,KEEPING CHICKENS,nan,CAG
513,651,1,CAGP_RWR2,RUNNING WATER REQUIRED 2,nan,CAG
514,652,1,CAGQ_SDIS,SEWAGE DISCHARGE STREAM,nan,CAG
515,653,1,CAGR_SPUB,"SEWER, CONNECT TO PUBLIC",nan,CAG
516,654,1,CAGT_SOG,SEWAGE ON GROUND,nan,CAG
517,655,1,CAGU_SBK,SEWAGE DISP. IMPROPERLY MAINT.,nan,CAG
518,656,1,CAGV_SIWL,SEWAGE - ILLEGAL WASTE LINE,nan,CAG
519,657,1,CAGX_LEAK,FAULTY PLUMBING,nan,CAG
520,658,1,CAGZ_OTH,OTHER VIOLATIONS,nan,CAG
521,659,1,CAHC_ILLEG_DUMCN,ILLEGAL DUMPING - CONTAINER,nan,CAH
522,660,1,CAHC_ILLEGAL_DUM,ILLEGAL DUMPING - PROPERTY,nan,CAH
523,661,1,CALL_LANDLORD_REGSTR,LANDLORD REGISTRATION,nan,CAL
524,,,nan,N,2,
525,662,1,CAP01,"INSTALL BATH, SHOWER,BASIN, WC",nan,CAP
526,-,,nan,N,2,
527,663,1,CAP02,COLD-WATER FAUCET FOR THE LAVATORY,nan,CAP
528,-,,nan,N,2,
529,664,1,CAP03,HOT WATER FAUCET FOR THE LAVATORY,nan,CAP
530,-,,nan,N,2,
531,665,1,CAP04,HOT WATER FAUCET FOR THE BATHTUB,nan,CAP
532,-,,nan,N,2,
533,666,1,CAP05,COLD  WATER FAUCET FOR THE BATHTUB,nan,CAP
534,-,,nan,N,2,
535,667,1,CAP06,MIXING FAUCET FOR THE KITCHEN SINK,nan,CAP
536,-,,nan,N,2,
537,668,1,CAP07,LEAKING TRAP ON THE KITCHEN SINK,nan,CAP
538,-,,nan,N,2,
539,669,1,CAP08,LEAKING TRAP ON THE BATHTUB,nan,CAP
540,-,,nan,N,2,
541,670,1,CAP09,LEAKING TRAP ON THE LAVATORY BASIN,nan,CAP
542,-,,nan,N,2,
543,672,1,CAP11,VENT FOR THE LAVATORY BASIN,nan,CAP
544,-,,nan,N,2,
545,673,1,CAP12,LEAKING WASHERS ON THE KITCHEN SINK,nan,CAP
546,-,,nan,N,2,
547,674,1,CAP13,LEAKING WASHERS ON THE LAVATORY BASIN,nan,CAP
548,-,,nan,N,2,
549,675,1,CAP14,LEAKING WASHERS ON THE BATHTUB,nan,CAP
550,-,,nan,N,2,
551,676,1,CAP15,CRACKED FLUSH WATER CLOSET TANK,nan,CAP
552,-,,nan,N,2,
553,677,1,CAP16,CRACKED FLUSH WATER CLOSET BASE,nan,CAP
554,-,,nan,N,2,
555,678,1,CAP17,DEFECTIVE FLUSH “L”,nan,CAP
556,-,,nan,N,2,
557,679,1,CAP18,DEFECTIVE FIXTURES IN THE FLUSH WTR TANK,nan,CAP
558,-,,nan,N,2,
559,680,1,CAP19,PRESSURE RELIEF/  WATER HEATER,nan,CAP
560,-,,nan,N,2,
561,681,1,CAP20,DRAIN LINE /PRESSURE RELIEF VALVE / WTR,nan,CAP
562,-,,nan,N,2,
563,682,1,CAP21,PAN UNDER THE WATER HEATER,nan,CAP
564,-,,nan,N,2,
565,683,1,CAP22,WATER HEATER INSTALLED,nan,CAP
566,-,,nan,N,2,
567,684,1,CAP23,DEFECTIVE WATER HEATER,nan,CAP
568,-,,nan,N,2,
569,685,1,CAP24,UNSTOP THE DRAIN ON THE KITCHEN SINK,nan,CAP
570,-,,nan,N,2,
571,686,1,CAP25,UNSTOP THE DRAIN ON THE LAVATORY BASIN,nan,CAP
572,-,,nan,N,2,
573,687,1,CAP26,UNSTOP THE DRAIN ON THE BATHTUB,nan,CAP
574,-,,nan,N,2,
575,688,1,CAP27,UNSTOP THE DRAIN ON THE SHOWER,nan,CAP
576,-,,nan,N,2,
577,689,1,CAP28,UNSTOP THE DRAIN / FLUSH WATER CLOSET,nan,CAP
578,-,,nan,N,2,
579,690,1,CAP29,DAMAGED FLUSH WATER CLOSET SEAT,nan,CAP
580,-,,nan,N,2,
581,691,1,CAP30,DAMAGED BUILDING DRAIN,nan,CAP
582,-,,nan,N,2,
583,692,1,CAP31,EXTEND THE VENTS A MINIMUM OF 6”,nan,CAP
584,-,,nan,N,2,
585,693,1,CAP32,DEFECTIVE SUMP PUMP,nan,CAP
586,-,,nan,N,2,
587,694,1,CAP33,TRAP FOR THE WASHING MACHINE DRAIN,nan,CAP
588,-,,nan,N,2,
589,695,1,CAP34,CONNECT WASHING MACHINE DRAIN,nan,CAP
590,-,,nan,N,2,
591,696,1,CAP35,BROKEN TOP ON THE FLUSH WATER CLOSET,nan,CAP
592,-,,nan,N,2,
593,697,1,CAP36,MISSING TOP ON THE FLUSH WATER CLOSET,nan,CAP
594,-,,nan,N,2,
595,698,1,CAP37,DAMAGED OR LEAKING AERATOR SPRAYER,nan,CAP
596,-,,nan,N,2,
597,699,1,CAP38,DAMAGED PLUMBING WATER SUPPLY LINES,nan,CAP
598,-,,nan,N,2,
599,700,1,CAP39,DAMAGED COUNTER TOP WORK SURFACE,nan,CAP
600,-,,nan,N,2,
601,701,1,CAP40,OUTSIDE WATER FAUCET HANDLE AND FIXTURE,nan,CAP
602,-,,nan,N,2,
603,702,1,CAP41,DAMAGED CLEAN OUT PLUG ON SEWER LINE,nan,CAP
604,-,,nan,N,2,
605,703,1,CAP42,DAMAGED DRAIN LINES UNDER THE HOUSE,nan,CAP
606,-,,nan,N,2,
607,704,1,CAP43,VENT TO THE OUTSIDE FOR THE DRYER,nan,CAP
608,-,,nan,N,2,
609,705,1,CAP44,FAUCETS FOR THE WASHING MACHINE,nan,CAP
610,-,,nan,N,2,
611,706,1,CAP45,UNSTOP THE WASHING MACHINE DRAIN,nan,CAP
612,-,,nan,N,2,
613,707,1,CAP46,RE-SECURE THE WATER CLOSET TO THE FLOOR,nan,CAP
614,-,,nan,N,2,
615,708,1,CAP47,VENT FOR THE WATER CLOSET,nan,CAP
616,-,,nan,N,2,
617,709,1,CAP48,OTHER PLUMBING DEFECTS,nan,CAP
618,-,,nan,N,2,
619,710,1,CAP50,EXHAUST FAN,nan,CAP
620,-,,nan,N,2,
621,711,1,CAP51,PLUMBING EMPLOYEE FACILITIES,nan,CAP
622,712,1,CAST01,ROOF LEAKING,nan,CAS
623,-,,nan,N,2,
624,713,1,CAST02,RAISE SAGGING ROOF TO ORIGINAL POSITION,nan,CAS
625,-,,nan,N,2,
626,714,1,CAST03,REPLACE ENTIRE ROOF COVERING,nan,CAS
627,-,,nan,N,2,
628,715,1,CAST04,MISSING AND DEFECTIVE SIDING,nan,CAS
629,-,,nan,N,2,
630,716,1,CAST05,EXTERIOR (BRICK VENEER-STONE) WALLS,nan,CAS
631,-,,nan,N,2,
632,717,1,CAST06,DAMAGED (FRONT OR REAR) PORCH CEILING,nan,CAS
633,-,,nan,N,2,
634,718,1,CAST07,OVERHAUL PORCH OR STEPS,nan,CAS
635,-,,nan,N,2,
636,719,1,CAST08,CONCRETE PORCH AND STEPS,nan,CAS
637,-,,nan,N,2,
638,720,1,CAST10,"CORNICES, EAVES, STAIRS, PORCH COLUMNS",nan,CAS
639,-,,nan,N,2,
640,721,1,CAST14,"ROTTED OR DEFECTIVE SHEATHING, RAFTERS",nan,CAS
641,-,,nan,N,2,
642,722,1,CAST15,"MORTAR JOINTS OF CHIMNEYS, MISSING BRICK",nan,CAS
643,-,,nan,N,2,
644,723,1,CAST16,UNSAFE PARTS OF CHIMNEY,nan,CAS
645,-,,nan,N,2,
646,724,1,CAST17,BROKEN WINDOW GLASS,nan,CAS
647,-,,nan,N,2,
648,725,1,CAST18,OVERHAUL WINDOWS,nan,CAS
